id,impressions,age_0_9,age_10s,age_20s,age_30s,age_40s,age_50_plus,gender_male,gender_female,reason
-TeJ3MHqbCk,1,0.0,0.1,0.2,0.25,0.3,0.15,0.4,0.6,"This video is likely to attract viewers who are interested in music competitions, particularly those who appreciate the nuances of performance and artistry. Given the detailed analysis of performances and judges' decisions, it is expected to appeal more to an older audience and slightly more to females."
W0w5c8kJzT0,1,0.0,0.2,0.5,0.2,0.1,0.0,0.8,0.2,"This video is likely targeted towards younger adults, especially those in their 20s, who are interested in improving their golf skills. The technical nature and focus on improving specific techniques suggest a predominance of male viewers."
mvAqRF-B2j8,5,0.01,0.04,0.15,0.35,0.3,0.15,0.3,0.7,"This video focuses on a detailed Korean traditional cooking recipe, which tends to appeal more to adults, particularly those who are interested in cooking at home. Women in their 30s and 40s are likely the primary audience due to the traditional and intricate nature of the recipe."
0r-qDuEwMKA,1,0.0,0.05,0.1,0.25,0.3,0.3,0.3,0.7,"This video focuses on traditional Korean cooking, specifically making fermented side dishes, which typically attracts older audiences with an interest in traditional cuisine. The content and presentation style likely appeal more to women who are often more engaged in home cooking and food preservation."
N-SxEhtl8LQ,1,0.0,0.1,0.6,0.2,0.1,0.0,0.2,0.8,"This video features romantic and emotional themes that are often appealing to young adults, particularly those in their 20s and 30s. The content's focus on love and relationships suggests a strong interest from a predominantly female audience."
L9VaMK1ccOE,1,0.05,0.1,0.15,0.3,0.2,0.2,0.4,0.6,"This video features a simple, heartfelt message and music that tends to appeal to a more mature audience who appreciate sentimental content. The emotional and expressive nature of the content may resonate more with female viewers who often engage with such themes."
PfcwxVofr64,1,0.05,0.2,0.4,0.2,0.1,0.05,0.4,0.6,"This video seems to focus on basic conversational English phrases, which is likely to appeal to younger audiences or those starting to learn English. The repetitive and simple language structure suggests it might be more engaging to a female audience, potentially those interested in casual English learning for travel or conversation."
GwfDS9DIAek,1,0.1,0.7,0.15,0.03,0.01,0.01,0.4,0.6,"This video is likely to appeal to a younger demographic, particularly teenagers, due to the high energy and music-driven content. The music and informal tone suggest a greater interest among female viewers who often engage more with such content."
M2cckDmNLMI,1,0.0,0.2,0.6,0.15,0.05,0.0,0.4,0.6,This video features abstract and poetic language that often appeals to young adults who are exploring existential themes. The repetitive and playful tone may also attract a slightly higher female audience.
rpfnJ8iOqBU,1,0.05,0.2,0.3,0.2,0.15,0.1,0.4,0.6,"This video likely appeals to a younger audience due to its music-centric content, which is generally popular among teens and young adults. The presence of emotional and romantic themes may also attract a slightly higher female audience."
0vZn9EWZjHE,1,0.0,0.05,0.1,0.15,0.25,0.45,0.2,0.8,"This video primarily focuses on hair styling and care, which typically attracts a female audience. The detailed and mature nature of the conversation suggests that older viewers, especially those in their 40s and 50s, are more likely to engage with this content."
RIREabhX5h8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Exception
LPcidvNiujw,1,0.05,0.6,0.25,0.05,0.03,0.02,0.4,0.6,"This video likely attracts teenagers and young adults due to its playful and light-hearted content about saving money in piggy banks, which resonates well with younger audiences. The presence of female hosts and the casual, conversational tone might slightly favor a female audience."
65nu8ZNqNkM,1,0.0,0.05,0.1,0.15,0.35,0.35,0.6,0.4,"This video is about a rural house with a focus on its affordable price and potential for a weekend getaway, which is likely to appeal to middle-aged adults considering retirement or a second home. Given the practical and financial nature of the content, it is more likely to attract a slightly higher male audience interested in real estate investment and property management."
MOA3iv1-ios,1,0.01,0.05,0.1,0.2,0.3,0.34,0.45,0.55,"This video is about gardening and seed planting, which often appeals to older audiences interested in home gardening. The content is likely to attract more women, as they generally show more interest in gardening activities."
skC79z0o3Po,1,0.01,0.2,0.5,0.2,0.07,0.02,0.6,0.4,"This video likely appeals to viewers in their 20s and 30s who are interested in music and entertainment personalities. The casual and humorous tone, along with the presence of well-known figures, is likely to attract a slightly more male audience."
z4Ge1cvfNG4,1,0.05,0.1,0.25,0.3,0.2,0.1,0.3,0.7,"This video appeals to those interested in DIY and creative recycling, often attracting a diverse age range but primarily young adults and middle-aged viewers. Given the DIY subject and interactive style, it typically resonates more with female viewers who engage in crafting activities."
_ApV7Lm87cg,1,0.0,0.1,0.5,0.3,0.1,0.0,0.3,0.7,"This video features themes of late-night conversations and secretive, romantic elements, suggesting an appeal to younger adults who engage in or are intrigued by such themes. The emotional and slightly rebellious tone is likely to resonate more with a female audience, who might be more drawn to this style of content."
utSjV3rKLxs,1,0.05,0.05,0.1,0.1,0.35,0.35,0.4,0.6,"This video appears to be a nostalgic or traditional music performance, which typically attracts middle-aged to older audiences. The higher female viewership may be due to the emotional and sentimental nature of the content."
pAZXAgd_4cI,1,0.0,0.1,0.4,0.3,0.15,0.05,0.4,0.6,"This video seems to focus on cooking and food preparation, which often appeals to adults interested in culinary skills, especially in their 20s and 30s. Additionally, the topic may attract more female viewers who show a higher interest in cooking and household management."
gFZikcloVSU,1,0.05,0.15,0.3,0.25,0.15,0.1,0.4,0.6,"This video appears to focus on themes of love and happiness, which may appeal more to young adults. The musical and emotional nature of the content is likely to resonate slightly more with a female audience."
IN9B9JpPSmo,1,0.0,0.05,0.15,0.3,0.3,0.2,0.4,0.6,"This video likely appeals to viewers interested in cooking and traditional food preparation, which is often popular among adults who enjoy cooking at home. The detailed description of culinary processes suggests a higher interest from females, who statistically engage more with cooking content."
8zbvucJVA9I,1,0.0,0.05,0.1,0.25,0.3,0.3,0.4,0.6,"This video focuses on the genre of Trot music, which typically appeals to older age groups, particularly those in their 40s and above. Additionally, the emotional and personal storytelling may resonate more with female viewers who are often more engaged with heartfelt narratives."
0fS73ND0tQI,1,0.0,0.3,0.4,0.2,0.05,0.05,0.2,0.8,"This video appeals to a younger audience, primarily teenagers and those in their twenties, due to its emotive and romantic themes. The content also seems to resonate more with female viewers, given its focus on love and emotional nuance."
HksZQmJWi18,1,0.05,0.3,0.4,0.15,0.05,0.05,0.5,0.5,"This video appears to be centered around music with repetitive sounds, suggesting it might appeal to younger audiences. Given the abstract nature of the content, it is likely to attract both male and female viewers in their teens and twenties."
53aS6jj5_SM,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Exception
Z9nsRmEaxEk,1,0.1,0.3,0.4,0.1,0.05,0.05,0.6,0.4,"This video predominantly features music and foreign sounds, which tend to attract younger audiences, particularly those in their teens and twenties. The mixed language and laughter indicate a casual, possibly live event or performance, appealing slightly more to male viewers."
Wuy3TpvNeO4,1,0.05,0.1,0.25,0.2,0.2,0.2,0.6,0.4,"This video appears to have a diverse appeal across various age groups, possibly due to its mixed content involving both entertainment and informative elements. The presence of repetitive music and applause suggests an energetic atmosphere, which might slightly skew interest towards males."
z5qUjf2Drkc,1,0.05,0.2,0.4,0.25,0.05,0.05,0.4,0.6,"This video focuses on daily essential items with good value and user reviews, which appeals to young adults and those in their 20s and 30s, who are more interested in trendy and affordable products. It is likely to attract a slightly larger female audience, as this demographic tends to engage more with consumer goods and lifestyle content."
pXk9d6yVTQE,1,0.0,0.05,0.15,0.3,0.3,0.2,0.4,0.6,"This video features nostalgic and romantic themes which typically resonate with older audiences, particularly those in their 30s and 40s. The emotional and sentimental lyrics are likely to appeal more to a female audience."
pTIH7It0cu4,1,0.05,0.25,0.45,0.2,0.04,0.01,0.3,0.7,"This video features a mukbang format, which is popular among younger audiences, particularly those in their teens and twenties. The focus on food presentation and detailed descriptions of flavor appeal more to a female audience, due to the traditional association of food with domestic and lifestyle interests."
